fromaccount,toaccount,syscode,timestamp,amount
D64432,1000240,136,2014/11/20 16:04,1500
D72580,1000240,136,2014/11/20 16:20,1500
D61150,1000240,136,2014/11/20 16:20,1500
D76907,1000240,136,2014/11/20 16:21,1500
C77251,1000240,136,2014/11/20 17:00,1500
E64192,1000240,136,2014/11/20 16:49,1500
A67801,1000240,136,2014/11/20 17:03,1500
A50523,1000240,136,2014/11/20 15:15,1500
B42445,1000240,136,2014/11/20 15:16,1500
B33077,1000240,136,2014/11/20 15:16,1500
B47580,1000240,136,2014/11/20 13:59,1500
A43726,1000240,136,2014/11/20 14:00,1500
A65058,1000240,136,2014/11/20 15:36,1500
E58923,1000240,136,2014/11/20 18:04,2000
E56729,1000240,136,2014/11/20 18:04,2000
D54541,1000240,136,2014/11/20 18:25,2000
D65727,1000240,136,2014/11/20 18:25,2000
D36778,1000240,136,2014/11/20 16:21,1500
B61758,1000240,136,2014/11/20 16:06,1500
B63829,1000240,136,2014/11/20 16:22,1500
E50780,1000240,136,2014/11/20 17:03,1500
E65540,1000240,136,2014/11/20 15:36,1500
C37118,1000240,136,2014/11/20 15:36,1500
B61079,1000240,136,2014/11/20 15:37,3000
E55115,1000240,136,2014/11/20 17:59,2000
D61346,1000240,136,2014/11/20 18:51,1500
B53691,1000240,136,2014/11/20 15:45,1500
D44093,1000240,136,2014/11/20 15:46,1500
E50531,1000240,136,2014/11/20 15:46,1500
B65921,1000240,136,2014/11/20 19:17,1500
B38398,1000240,136,2014/11/20 16:39,1500
E57409,1000240,136,2014/11/20 16:35,1500
D79597,1000240,136,2014/11/20 17:38,1500
B12919,1000240,136,2014/11/20 17:48,1500
E42978,1000240,136,2014/11/20 18:34,2000
C67603,1000240,136,2014/11/20 18:38,2000
A63811,1000240,136,2014/11/20 16:07,1500
C38244,1000240,136,2014/11/20 16:08,1500
A74149,1000240,136,2014/11/20 16:09,3000
A45793,1000240,136,2014/11/20 16:36,1500
E58782,1000240,136,2014/11/20 16:36,1500
D76108,1000240,136,2014/11/20 17:51,1500
C66818,1000240,136,2014/11/20 17:54,1500
B45417,1000240,136,2014/11/20 17:46,3000
D79128,1000240,136,2014/11/20 15:42,1500
B37025,1000240,136,2014/11/20 18:44,2000
D47295,1000240,136,2014/11/20 18:24,2000
E75677,1000240,136,2014/11/20 15:52,1500
A68071,1000240,136,2014/11/20 17:07,1500
A51751,1000240,136,2014/11/20 17:07,1500
A51751,1000240,136,2014/11/20 17:08,1500
E23099,1000240,136,2014/11/20 13:07,1500
E64860,1000240,136,2014/11/20 13:08,1500
C52139,1000240,136,2014/11/20 13:08,1500
B33952,1000240,136,2014/11/20 13:08,1500
C60191,1000240,136,2014/11/20 13:09,1500
D74899,1000240,136,2014/11/20 13:09,1500
B59148,1000240,136,2014/11/20 13:09,1500
B51937,1000240,136,2014/11/20 13:09,1500
B63751,1000240,136,2014/11/20 18:36,2000
B73034,1000240,136,2014/11/20 18:36,2000
D53015,1000240,136,2014/11/20 14:01,1500
B54521,1000240,136,2014/11/20 14:01,1500
C63930,1000240,136,2014/11/20 17:20,1500
B74703,1000240,136,2014/11/20 13:15,1500
C25678,1000240,136,2014/11/20 14:05,1500
A22883,1000240,136,2014/11/20 14:05,1500
B38398,1000240,136,2014/11/20 16:40,1500
C68056,1000240,136,2014/11/20 16:33,1500
B61649,1000240,136,2014/11/20 13:16,1500
B54587,1000240,136,2014/11/20 13:20,1500
B53610,1000240,136,2014/11/20 13:20,1500
C58946,1000240,136,2014/11/20 14:09,1500
B71637,1000240,136,2014/11/20 14:09,1500
E44454,1000240,136,2014/11/20 16:37,1500
A79465,1000240,136,2014/11/20 17:41,1500
E57480,1000240,136,2014/11/20 17:51,1500
C45896,1000240,136,2014/11/20 14:37,1500
D67414,1000240,136,2014/11/20 14:37,1500
B62841,1000240,136,2014/11/20 17:05,1500
D40419,1000240,136,2014/11/20 16:58,1500
C77933,1000240,136,2014/11/20 16:59,1500
A74149,1000240,136,2014/11/20 14:38,1500
C79564,1000240,136,2014/11/20 14:38,1500
B74250,1000240,136,2014/11/20 17:11,1500
CC8338,1000240,136,2014/11/20 17:32,1500
B39840,1000240,136,2014/11/20 17:27,1500
E77077,1000240,136,2014/11/20 14:48,1500
A78941,1000240,136,2014/11/20 15:53,1500
A76646,1000240,136,2014/11/20 15:54,1500
A70488,1000240,136,2014/11/20 16:11,1500
B40529,1000240,136,2014/11/20 13:04,1500
A62761,1000240,136,2014/11/20 16:37,1500
C46128,1000240,136,2014/11/20 16:37,1500
B63280,1000240,136,2014/11/20 16:40,1500
E58791,1000240,136,2014/11/20 17:42,1500
C73381,1000240,136,2014/11/20 14:55,1500
E59171,1000240,136,2014/11/20 14:55,1500
E58031,1000240,136,2014/11/20 15:54,1500
D55512,1000240,136,2014/11/20 16:13,1500
C42987,1000240,136,2014/11/20 16:13,1500
B61331,1000240,136,2014/11/20 16:28,1500
E44790,1000240,136,2014/11/20 16:14,1500
C79627,1000240,136,2014/11/20 15:58,1500
CC8193,1000240,136,2014/11/20 14:12,1500
A54939,1000240,136,2014/11/20 14:13,1500
E59621,1000240,136,2014/11/20 14:14,1500
B66726,1000240,136,2014/11/20 14:17,1500
C62951,1000240,136,2014/11/20 16:51,1500
D62527,1000240,136,2014/11/20 16:51,1500
A44649,1000240,136,2014/11/20 16:48,1500
E76048,1000240,136,2014/11/20 17:42,1500
D73019,1000240,136,2014/11/20 17:47,1500
C73947,1000240,136,2014/11/20 14:55,1500
A53863,1000240,136,2014/11/20 13:33,1500
B73695,1000240,136,2014/11/20 16:14,1500
D41476,1000240,136,2014/11/20 16:15,1500
A59003,1000240,136,2014/11/20 16:15,1500
C22340,1000240,136,2014/11/20 16:16,1500
E33469,1000240,136,2014/11/20 16:01,1500
B79324,1000240,136,2014/11/20 16:19,1500
E53652,1000240,136,2014/11/20 16:05,1500
E39647,1000240,136,2014/11/20 16:05,1500
B52914,1000240,136,2014/11/20 16:23,1500
B34043,1000240,136,2014/11/20 14:18,1500
E45098,1000240,136,2014/11/20 14:23,1500
C30717,1000240,136,2014/11/20 17:06,1500
B56730,1000240,136,2014/11/20 16:59,1500
D64564,1000240,136,2014/11/20 17:02,1500
A57851,1000240,136,2014/11/20 19:30,2000
B75791,1000240,136,2014/11/20 19:28,2000
D76148,1000240,136,2014/11/20 19:05,2000
E39035,1000240,136,2014/11/20 19:09,2000
B75809,1000240,136,2014/11/20 19:14,2000
C63663,1000240,136,2014/11/20 19:04,2000
D70528,1000240,136,2014/11/20 19:04,2000
E74397,1000240,136,2014/11/20 15:18,1500
E74397,1000240,136,2014/11/20 15:18,1500
E26241,1000240,136,2014/11/20 15:20,1500
C76858,1000240,136,2014/11/20 15:32,1500
E27847,1000240,136,2014/11/20 15:33,1500
D54850,1000240,136,2014/11/20 15:33,1500
D68916,1000240,136,2014/11/20 15:35,1500
E70608,1000240,136,2014/11/20 15:25,1500
C32343,1000240,136,2014/11/20 15:26,1500
E66868,1000240,136,2014/11/20 15:27,1500
C66813,1000240,136,2014/11/21 14:09,1500
E59956,1000240,136,2014/11/21 15:31,1500
E54760,1000240,136,2014/11/21 15:32,1500
CC8193,1000240,136,2014/11/21 13:29,1500
B71089,1000240,136,2014/11/21 17:07,1500
B74120,1000240,136,2014/11/21 16:16,1500
D38382,1000240,136,2014/11/21 16:16,1500
D52605,1000240,136,2014/11/21 16:35,1500
C71875,1000240,136,2014/11/21 18:49,2000
E67128,1000240,136,2014/11/21 17:14,1500
D64048,1000240,136,2014/11/21 17:14,1500
B72807,1000240,136,2014/11/21 15:33,1500
E50183,1000240,136,2014/11/21 15:33,1500
B33307,1000240,136,2014/11/21 15:35,1500
A68185,1000240,136,2014/11/21 15:36,1500
C79742,1000240,136,2014/11/21 15:52,1500
A24837,1000240,136,2014/11/21 15:52,1500
D58196,1000240,136,2014/11/21 15:53,1500
A37641,1000240,136,2014/11/21 16:21,1500
D37069,1000240,136,2014/11/21 19:06,2000
E67633,1000240,136,2014/11/21 18:53,2000
A79571,1000240,136,2014/11/21 15:36,1500
C60734,1000240,136,2014/11/21 15:36,1500
E69642,1000240,136,2014/11/21 15:53,1500
D35628,1000240,136,2014/11/21 16:00,1500
A68505,1000240,136,2014/11/21 16:26,1500
A57085,1000240,136,2014/11/21 13:51,3000
C36775,1000240,136,2014/11/21 15:44,1500
D72907,1000240,136,2014/11/21 15:44,1500
C65875,1000240,136,2014/11/21 15:44,1500
A42156,1000240,136,2014/11/21 16:04,1500
D15706,1000240,136,2014/11/21 16:05,1500
E59546,1000240,136,2014/11/21 16:05,1500
D66102,1000240,136,2014/11/21 16:05,1500
A18574,1000240,136,2014/11/21 16:38,1500
A26063,1000240,136,2014/11/21 17:12,1500
E32477,1000240,136,2014/11/21 18:58,2000
D76812,1000240,136,2014/11/21 16:09,1500
D41074,1000240,136,2014/11/21 16:10,1500
C75175,1000240,136,2014/11/21 17:00,3000
B51249,1000240,136,2014/11/21 15:48,1500
B44081,1000240,136,2014/11/21 16:10,1500
B79591,1000240,136,2014/11/21 15:54,1500
B79155,1000240,136,2014/11/21 15:54,1500
B52130,1000240,136,2014/11/21 17:34,1500
E72214,1000240,136,2014/11/21 12:57,1500
D42925,1000240,136,2014/11/21 16:18,1500
E38713,1000240,136,2014/11/21 16:22,1500
B39930,1000240,136,2014/11/21 14:43,1500
D30447,1000240,136,2014/11/21 14:43,1500
E53562,1000240,136,2014/11/21 14:44,1500
B66460,1000240,136,2014/11/21 14:48,1500
D53789,1000240,136,2014/11/21 15:57,1500
D78712,1000240,136,2014/11/21 15:55,1500
D74247,1000240,136,2014/11/21 16:38,1500
E47563,1000240,136,2014/11/21 19:10,2000
E47563,1000240,136,2014/11/21 19:10,2000
A63252,1000240,136,2014/11/21 18:59,2000
C30717,1000240,136,2014/11/21 17:21,1500
D52839,1000240,136,2014/11/21 18:16,2000
A65860,1000240,136,2014/11/21 18:16,2000
B51416,1000240,136,2014/11/21 14:50,1500
B20661,1000240,136,2014/11/21 14:50,1500
D69550,1000240,136,2014/11/21 16:02,1500
D54541,1000240,136,2014/11/21 16:02,1500
A74549,1000240,136,2014/11/21 16:02,1500
A49779,1000240,136,2014/11/21 16:02,1500
B64516,1000240,136,2014/11/21 13:06,3000
B46031,1000240,136,2014/11/21 19:11,2000
D51318,1000240,136,2014/11/21 18:10,2000
B72754,1000240,136,2014/11/21 18:10,2000
B58641,1000240,136,2014/11/21 18:19,2000
E29262,1000240,136,2014/11/21 14:58,1500
D78897,1000240,136,2014/11/21 14:58,1500
E57685,1000240,136,2014/11/21 14:58,1500
D64744,1000240,136,2014/11/21 16:06,1500
A77859,1000240,136,2014/11/21 17:44,1500
A65465,1000240,136,2014/11/21 16:58,1500
D21649,1000240,136,2014/11/21 16:19,1500
E75887,1000240,136,2014/11/21 17:01,1500
D76108,1000240,136,2014/11/21 18:51,2000
B55903,1000240,136,2014/11/21 18:21,2000
A67910,1000240,136,2014/11/21 15:02,1500
B67691,1000240,136,2014/11/21 16:10,1500
A41169,1000240,136,2014/11/21 13:09,1500
A58205,1000240,136,2014/11/21 13:10,1500
B61536,1000240,136,2014/11/21 13:10,1500
C44676,1000240,136,2014/11/21 18:42,2000
E78041,1000240,136,2014/11/21 18:21,2000
A62160,1000240,136,2014/11/21 15:07,1500
D55485,1000240,136,2014/11/21 16:51,1500
A66287,1000240,136,2014/11/21 16:52,1500
B51605,1000240,136,2014/11/21 16:52,1500
C24271,1000240,136,2014/11/21 18:30,2000
B44444,1000240,136,2014/11/21 19:08,2000
A60787,1000240,136,2014/11/21 19:11,2000
E67683,1000240,136,2014/11/21 19:12,2000
D71356,1000240,136,2014/11/21 15:13,1500
B58882,1000240,136,2014/11/21 16:13,1500
D58187,1000240,136,2014/11/21 16:13,1500
B63328,1000240,136,2014/11/21 16:13,1500
C28284,1000240,136,2014/11/21 16:13,1500
C39126,1000240,136,2014/11/21 16:14,1500
E33915,1000240,136,2014/11/21 18:31,2000
B67323,1000240,136,2014/11/21 18:33,2000
E61488,1000240,136,2014/11/21 15:17,1500
C77573,1000240,136,2014/11/21 16:14,1500
B46849,1000240,136,2014/11/21 16:14,1500
B63286,1000240,136,2014/11/21 17:50,1500
C34498,1000240,136,2014/11/21 17:50,1500
A57851,1000240,136,2014/11/21 16:15,1500
B55369,1000240,136,2014/11/21 17:02,1500
C35452,1000240,136,2014/11/21 18:27,2000
B77015,1000240,136,2014/11/21 14:01,1500
E69535,1000240,136,2014/11/21 15:19,1500
E67056,1000240,136,2014/11/21 15:20,1500
E39019,1000240,136,2014/11/21 15:21,1500
C78870,1000240,136,2014/11/21 16:20,1500
D43509,1000240,136,2014/11/21 17:06,1500
C73075,1000240,136,2014/11/21 18:57,2000
B46612,1000240,136,2014/11/21 18:43,2000
A72908,1000240,136,2014/11/21 14:01,1500
A78145,1000240,136,2014/11/21 14:01,1500
B78617,1000240,136,2014/11/21 14:03,1500
C75202,1000240,136,2014/11/21 14:04,1500
A62365,1000240,136,2014/11/21 14:04,1500
C79067,1000240,136,2014/11/21 14:05,1500
A71386,1000240,136,2014/11/21 14:05,1500
A68544,1000240,136,2014/11/21 15:22,1500
D66953,1000240,136,2014/11/21 16:35,1500
D63442,1000240,136,2014/11/21 19:13,2000
E56858,1000240,136,2014/11/21 19:01,2000
B76371,1000240,136,2014/11/21 19:01,2000
B76371,1000240,136,2014/11/21 19:02,2000
D53267,1000240,136,2014/11/21 19:17,2000
D34795,1000240,136,2014/11/21 18:02,1500
D70261,1000240,136,2014/11/21 15:28,1500
C67834,1000240,136,2014/11/21 15:28,1500
C65229,1000240,136,2014/11/21 16:00,1500
C75107,1000240,136,2014/11/21 16:04,1500
C74945,1000240,136,2014/11/21 17:06,1500
A41868,1000240,136,2014/11/21 16:45,1500
E78429,1000240,136,2014/11/21 16:45,1500
B45363,1000240,136,2014/11/21 14:35,1500
C63102,1000240,136,2014/11/21 12:48,1500
A32868,1000240,136,2014/11/21 13:30,1500
D77066,1000240,136,2014/11/21 13:37,1500
D53482,1000240,136,2014/11/21 13:37,1500
A67914,1000240,136,2014/11/21 13:44,1500
D70029,1000240,136,2014/11/21 14:18,1500
B44345,1000240,136,2014/11/21 14:18,1500
E30687,1000240,136,2014/11/21 13:51,1500
A69475,1000240,136,2014/11/21 14:09,1500
B66658,1000240,136,2014/11/21 13:19,1500
E47903,1000240,136,2014/11/21 14:31,1500
D46756,1000240,136,2014/11/21 14:31,1500
C70950,1000240,136,2014/11/21 14:32,1500
D58375,1000240,136,2014/11/21 14:34,1500
D74067,1000240,136,2014/11/21 14:34,1500
C76058,1000240,136,2014/11/21 14:34,1500
B22919,1000240,136,2014/11/21 14:35,1500
B53319,1000240,136,2014/11/22 13:34,1500
E50661,1000240,136,2014/11/22 13:34,1500
C72149,1000240,136,2014/11/22 13:36,1500
B75558,1000240,136,2014/11/22 14:24,1500
D53899,1000240,136,2014/11/22 15:13,1500
D39040,1000240,136,2014/11/22 15:14,1500
E58214,1000240,136,2014/11/22 15:15,1500
E73084,1000240,136,2014/11/22 15:35,1500
E73311,1000240,136,2014/11/22 15:36,1500
C40555,1000240,136,2014/11/22 15:38,1500
B64097,1000240,136,2014/11/22 15:38,1500
C31603,1000240,136,2014/11/22 15:39,1500
B69036,1000240,136,2014/11/22 15:50,1500
D64744,1000240,136,2014/11/22 14:51,1500
B74252,1000240,136,2014/11/22 14:51,1500
B47129,1000240,136,2014/11/22 15:58,1500
C55949,1000240,136,2014/11/22 15:39,1500
E39647,1000240,136,2014/11/22 13:20,1500
E53652,1000240,136,2014/11/22 13:21,1500
B68712,1000240,136,2014/11/22 14:56,1500
A50268,1000240,136,2014/11/22 14:56,1500
D55190,1000240,136,2014/11/22 14:57,1500
B65957,1000240,136,2014/11/22 14:28,1500
D51318,1000240,136,2014/11/22 14:28,1500
C50411,1000240,136,2014/11/22 14:29,1500
A69839,1000240,136,2014/11/22 14:30,1500
C73638,1000240,136,2014/11/22 13:22,1500
B46935,1000240,136,2014/11/22 13:23,1500
A49743,1000240,136,2014/11/22 14:51,1500
B79317,1000240,136,2014/11/22 14:52,1500
A63529,1000240,136,2014/11/22 14:52,1500
D53824,1000240,136,2014/11/22 14:54,1500
A67510,1000240,136,2014/11/22 14:54,1500
D52422,1000240,136,2014/11/22 14:54,1500
B60560,1000240,136,2014/11/22 14:54,1500
A41365,1000240,136,2014/11/22 15:39,1500
B71494,1000240,136,2014/11/22 14:55,1500
B64805,1000240,136,2014/11/22 14:55,1500
E50208,1000240,136,2014/11/22 14:55,1500
B61649,1000240,136,2014/11/22 15:42,1500
E31771,1000240,136,2014/11/22 13:25,1500
B67469,1000240,136,2014/11/22 13:25,1500
E41253,1000240,136,2014/11/22 13:27,1500
E66627,1000240,136,2014/11/22 13:27,1500
B73603,1000240,136,2014/11/22 13:29,1500
B50974,1000240,136,2014/11/22 15:01,1500
C61423,1000240,136,2014/11/22 15:01,1500
A71224,1000240,136,2014/11/22 15:01,1500
E70944,1000240,136,2014/11/22 15:02,1500
C69058,1000240,136,2014/11/22 15:02,1500
C55405,1000240,136,2014/11/22 15:02,1500
D69363,1000240,136,2014/11/22 15:02,1500
D28369,1000240,136,2014/11/22 14:32,1500
A50447,1000240,136,2014/11/22 14:34,1500
D59750,1000240,136,2014/11/22 14:34,1500
A64617,1000240,136,2014/11/22 14:37,3000
C33236,1000240,136,2014/11/22 15:26,1500
A49391,1000240,136,2014/11/22 14:17,1500
B53696,1000240,136,2014/11/22 15:45,1500
D73686,1000240,136,2014/11/22 15:46,1500
E54203,1000240,136,2014/11/22 14:40,1500
C66559,1000240,136,2014/11/22 15:54,1500
B68162,1000240,136,2014/11/22 15:54,1500
E37957,1000240,136,2014/11/22 15:54,1500
B32044,1000240,136,2014/11/22 15:54,1500
B57712,1000240,136,2014/11/22 15:55,1500
B54979,1000240,136,2014/11/22 15:46,1500
C27347,1000240,136,2014/11/22 13:30,1500
B35299,1000240,136,2014/11/22 13:31,1500
A35423,1000240,136,2014/11/22 13:32,1500
C31071,1000240,136,2014/11/22 13:32,1500
A51008,1000240,136,2014/11/22 14:17,1500
C25678,1000240,136,2014/11/22 14:20,1500
B30392,1000240,136,2014/11/22 14:20,1500
D76424,1000240,136,2014/11/22 14:43,1500
A62437,1000240,136,2014/11/22 14:44,1500
E65628,1000240,136,2014/11/22 15:07,1500
D58956,1000240,136,2014/11/22 15:07,1500
D33999,1000240,136,2014/11/22 15:09,1500
B34739,1000240,136,2014/11/22 15:29,1500
D77743,1000240,136,2014/11/22 15:32,1500
A62230,1000240,136,2014/11/22 15:32,1500
A53721,1000240,136,2014/11/22 15:33,1500
C69936,1000240,136,2014/11/22 15:33,1500
B78024,1000240,136,2014/11/22 15:48,1500
C28284,1000240,136,2014/11/22 15:57,1500
D58187,1000240,136,2014/11/22 15:57,1500
B69297,1000240,136,2014/11/22 16:16,1500
B75710,1000240,136,2014/11/22 16:16,1500
A16417,1000240,136,2014/11/22 19:08,2000
B54205,1000240,136,2014/11/22 18:28,2000
B71365,1000240,136,2014/11/22 17:43,1500
A59290,1000240,136,2014/11/22 13:11,1500
E59413,1000240,136,2014/11/22 13:12,1500
A77516,1000240,136,2014/11/22 13:12,1500
C75295,1000240,136,2014/11/22 13:15,1500
A44347,1000240,136,2014/11/22 16:04,1500
B74399,1000240,136,2014/11/22 18:09,2000
A60491,1000240,136,2014/11/22 18:29,2000
C66333,1000240,136,2014/11/22 17:22,1500
D57890,1000240,136,2014/11/22 13:16,1500
B62575,1000240,136,2014/11/22 13:16,1500
E30217,1000240,136,2014/11/22 13:17,1500
B58641,1000240,136,2014/11/22 13:19,1500
C77251,1000240,136,2014/11/22 13:19,1500
D53143,1000240,136,2014/11/22 19:20,2000
B35140,1000240,136,2014/11/22 16:04,1500
E77648,1000240,136,2014/11/22 18:52,2000
B74457,1000240,136,2014/11/22 18:53,2000
A73582,1000240,136,2014/11/22 17:11,1500
E55234,1000240,136,2014/11/22 16:47,1500
A37639,1000240,136,2014/11/22 18:58,2000
B51954,1000240,136,2014/11/22 16:11,1500
D39636,1000240,136,2014/11/22 18:10,2000
E22073,1000240,136,2014/11/22 18:18,4000
E78560,1000240,136,2014/11/22 17:15,1500
A68435,1000240,136,2014/11/22 16:18,1500
D70977,1000240,136,2014/11/22 16:18,1500
C54233,1000240,136,2014/11/22 15:59,1500
D73848,1000240,136,2014/11/22 18:35,2000
A57851,1000240,136,2014/11/22 16:18,1500
B60324,1000240,136,2014/11/22 15:59,3000
A65260,1000240,136,2014/11/22 16:01,1500
C68597,1000240,136,2014/11/22 16:05,1500
E73566,1000240,136,2014/11/22 18:35,2000
A58663,1000240,136,2014/11/22 18:41,2000
D68166,1000240,136,2014/11/22 16:35,1500
E72029,1000240,136,2014/11/22 18:41,2000
C74070,1000240,136,2014/11/22 18:04,2000
C75339,1000240,136,2014/11/22 16:49,1500
E54615,1000240,136,2014/11/22 16:12,1500
E42104,1000240,136,2014/11/22 17:16,1500
D77945,1000240,136,2014/11/22 17:39,1500
A68413,1000240,136,2014/11/22 16:19,1500
D32567,1000240,136,2014/11/22 16:19,1500
C65047,1000240,136,2014/11/22 18:46,2000
B71565,1000240,136,2014/11/22 18:04,2000
A66685,1000240,136,2014/11/22 18:04,2000
C60466,1000240,136,2014/11/22 16:01,1500
E72632,1000240,136,2014/11/22 18:50,2000
C33180,1000240,136,2014/11/22 16:45,1500
D58445,1000240,136,2014/11/22 16:36,1500
B78919,1000240,136,2014/11/22 17:09,1500
A34424,1000240,136,2014/11/22 16:58,1500
E54603,1000240,136,2014/11/22 16:46,1500
D67726,1000240,136,2014/11/22 16:46,1500
D46986,1000240,136,2014/11/22 18:56,2000
A79465,1000240,136,2014/11/22 16:13,1500
E15641,1000240,136,2014/11/22 16:13,1500
CC8370,1000240,136,2014/11/22 16:42,1500
C48758,1000240,136,2014/11/22 17:33,1500
B73654,1000240,136,2014/11/22 17:55,1500
A60987,1000240,136,2014/11/22 12:44,1500
C23218,1000240,136,2014/11/22 12:44,1500
D53824,1000240,136,2014/11/22 12:44,1500
B33168,1000240,136,2014/11/22 12:45,1500
B64012,1000240,136,2014/11/22 12:45,1500
C42780,1000240,136,2014/11/22 19:01,2000
E50796,1000240,136,2014/11/22 19:12,2000
C47650,1000240,136,2014/11/22 12:47,1500
C47650,1000240,136,2014/11/22 12:48,1500
B13113,1000240,136,2014/11/22 12:50,1500
D57343,1000240,136,2014/11/22 16:02,1500
D66010,1000240,136,2014/11/22 16:03,1500
E57057,1000240,136,2014/11/22 17:31,1500
A78029,1000240,136,2014/11/22 12:51,1500
D79673,1000240,136,2014/11/22 12:52,1500
C77330,1000240,136,2014/11/22 12:52,1500
D67449,1000240,136,2014/11/22 19:18,2000
A18574,1000240,136,2014/11/22 16:08,1500
C47844,1000240,136,2014/11/22 18:56,2000
B42157,1000240,136,2014/11/22 17:10,1500
B58367,1000240,136,2014/11/22 16:46,1500
B60120,1000240,136,2014/11/22 13:01,1500
A68806,1000240,136,2014/11/22 13:01,1500
D70029,1000240,136,2014/11/22 13:02,1500
A31526,1000240,136,2014/11/22 12:54,1500
C79627,1000240,136,2014/11/22 16:24,1500
B54362,1000240,136,2014/11/22 19:07,2000
A29844,1000240,136,2014/11/22 18:57,2000
D33843,1000240,136,2014/11/22 18:33,2000
D50528,1000240,136,2014/11/22 16:38,1500
A64932,1000240,136,2014/11/22 16:38,3000
D50881,1000240,136,2014/11/22 17:13,1500
B73370,1000240,136,2014/11/22 17:14,1500
C77443,1000240,136,2014/11/22 17:14,1500
A73767,1000240,136,2014/11/22 17:14,1500
B78588,1000240,136,2014/11/22 17:50,1500
A51648,1000240,136,2014/11/22 17:50,1500
D55512,1000240,136,2014/11/23 16:25,1500
A28946,1000240,136,2014/11/23 15:00,1500
A69041,1000240,136,2014/11/23 15:00,1500
A66624,1000240,136,2014/11/23 15:02,1500
B68395,1000240,136,2014/11/23 15:04,1500
A52483,1000240,136,2014/11/23 15:05,1500
B73454,1000240,136,2014/11/23 17:44,1500
B67698,1000240,136,2014/11/23 15:06,1500
C77625,1000240,136,2014/11/23 15:08,1500
A78161,1000240,136,2014/11/23 15:45,1500
B78838,1000240,136,2014/11/23 15:45,1500
E47386,1000240,136,2014/11/23 15:10,1500
B50802,1000240,136,2014/11/23 15:12,1500
C52443,1000240,136,2014/11/23 15:12,1500
D65176,1000240,136,2014/11/23 15:12,1500
C63299,1000240,136,2014/11/23 15:13,1500
D45766,1000240,136,2014/11/23 15:13,1500
A65115,1000240,136,2014/11/23 15:13,1500
C58511,1000240,136,2014/11/23 15:17,1500
C48552,1000240,136,2014/11/23 17:26,1500
D35748,1000240,136,2014/11/23 15:24,1500
E74279,1000240,136,2014/11/23 15:25,3000
D25768,1000240,136,2014/11/23 15:25,1500
C45476,1000240,136,2014/11/23 15:26,1500
D61182,1000240,136,2014/11/23 16:23,1500
C58856,1000240,136,2014/11/23 15:26,1500
B62887,1000240,136,2014/11/23 15:47,1500
D22858,1000240,136,2014/11/23 13:17,1500
E69916,1000240,136,2014/11/23 17:53,1500
A42424,1000240,136,2014/11/23 15:29,1500
A57236,1000240,136,2014/11/23 15:30,1500
A72120,1000240,136,2014/11/23 15:31,100
D73450,1000240,136,2014/11/23 14:08,1500
A52309,1000240,136,2014/11/23 14:10,1500
C71708,1000240,136,2014/11/23 15:32,1500
D70219,1000240,136,2014/11/23 16:23,1500
D54898,1000240,136,2014/11/23 16:23,1500
D59292,1000240,136,2014/11/23 14:14,1500
E64889,1000240,136,2014/11/23 14:15,1500
D55611,1000240,136,2014/11/23 14:16,1500
E58782,1000240,136,2014/11/23 16:19,1500
C65875,1000240,136,2014/11/23 15:48,1500
C65067,1000240,136,2014/11/23 15:49,1500
B67671,1000240,136,2014/11/23 15:49,1500
E57850,1000240,136,2014/11/23 14:17,1500
A58144,1000240,136,2014/11/23 14:18,1500
D73594,1000240,136,2014/11/23 14:22,1500
E26241,1000240,136,2014/11/23 15:50,1500
B70230,1000240,136,2014/11/23 13:26,1500
A39026,1000240,136,2014/11/23 13:26,1500
C63102,1000240,136,2014/11/23 13:12,1500
C35452,1000240,136,2014/11/23 13:46,1500
B20840,1000240,136,2014/11/23 13:46,1500
D53899,1000240,136,2014/11/23 14:24,1500
D50336,1000240,136,2014/11/23 14:25,1500
E72865,1000240,136,2014/11/23 14:27,1500
D65417,1000240,136,2014/11/23 14:27,1500
D62301,1000240,136,2014/11/23 16:07,1500
A37014,1000240,136,2014/11/23 17:34,1500
E53652,1000240,136,2014/11/23 14:36,3000
E39073,1000240,136,2014/11/23 14:39,1500
E60374,1000240,136,2014/11/23 14:40,1500
C73555,1000240,136,2014/11/23 14:40,1500
E67056,1000240,136,2014/11/23 15:42,1500
B62191,1000240,136,2014/11/23 15:43,1500
E33915,1000240,136,2014/11/23 16:11,1500
C24271,1000240,136,2014/11/23 16:12,1500
B75158,1000240,136,2014/11/23 13:32,3000
D65046,1000240,136,2014/11/23 13:33,1500
C26711,1000240,136,2014/11/23 13:34,1500
B34043,1000240,136,2014/11/23 13:15,3000
B39840,1000240,136,2014/11/23 13:17,1500
A37014,1000240,136,2014/11/23 17:35,1500
C73213,1000240,136,2014/11/23 17:55,1500
D78544,1000240,136,2014/11/23 14:51,1500
B67691,1000240,136,2014/11/23 14:51,1500
C44082,1000240,136,2014/11/23 17:32,1500
D33402,1000240,136,2014/11/23 14:55,1500
B70695,1000240,136,2014/11/23 14:55,1500
A21151,1000240,136,2014/11/23 14:55,1500
B52976,1000240,136,2014/11/23 14:56,1500
D36229,1000240,136,2014/11/23 14:56,1500
D39109,1000240,136,2014/11/23 14:58,1500
B22919,1000240,136,2014/11/23 14:58,1500
B45363,1000240,136,2014/11/23 14:58,1500
A18574,1000240,136,2014/11/23 15:54,1500
